id	ctrl-1_fpkm	ctrl-2_fpkm	ctrl-3_fpkm	primed-1_fpkm	primed-2_fpkm	primed-3_fpkm	Symbol
ENSG00000130254	18.25	16.42	16.55	13.22	14.49	14.32	SAFB2
ENSG00000130255	149.24	177.73	180.9	170.55	169.77	206.48	RPL36
ENSG00000130270	1.5	1.79	2.14	0.75	0.79	0.58	ATP8B3
ENSG00000130283	0	0	0	0	0	0	GDF1
ENSG00000130287	0	0	0.02	0.01	0	0	NCAN
ENSG00000130294	0.11	0.02	0.04	0	0.01	0.01	KIF1A
ENSG00000130299	2.63	3.8	3.83	2.63	2.48	1.97	GTPBP3
ENSG00000130300	0.03	0	0	0	0	0.02	PLVAP
ENSG00000130303	2.66	2.18	1.95	150.56	132.53	149.25	BST2
ENSG00000130304	2.54	1.87	3.34	2.37	2.19	2.56	SLC27A1
ENSG00000130305	8.47	9.53	9.19	9.5	9.18	8.31	NSUN5
ENSG00000130307	0.13	0	0	0	0	0	USHBP1
ENSG00000130309	95.77	103.3	96.87	72.94	72.11	71.16	COLGALT1
ENSG00000130311	43.68	47.08	47.26	55.89	52.34	50.63	DDA1
ENSG00000130312	18.27	16.88	19.98	15.17	11.89	13.77	MRPL34
ENSG00000130313	30.53	29.72	33.48	33.53	30.71	30.82	PGLS
ENSG00000130332	40.86	37.85	40.22	33.38	27.11	41.63	LSM7
ENSG00000130338	2.78	2.37	2.43	1.55	1.53	1.61	TULP4
ENSG00000130340	22.13	24.79	24.13	35.45	33.97	32.02	SNX9
ENSG00000130347	2.79	3.12	3.07	2.09	2.34	2.46	RTN4IP1
ENSG00000130348	5.33	5.85	5.4	5.54	6.19	5.95	QRSL1
ENSG00000130349	6.78	6.4	6.82	6.56	8.09	6.94	MTRES1
ENSG00000130363	2.23	2.31	2.07	1.43	1.35	1.56	RSPH3
ENSG00000130368	0	0	0.01	0	0	0	MAS1
ENSG00000130377	0.09	0.08	0	0.1	0	0	ACSBG2
ENSG00000130382	18.57	19.35	19.73	13.88	13.73	13.66	MLLT1
ENSG00000130383	0	0	0	0	0	0	FUT5
ENSG00000130385	0	0	0	0	0	0	BMP15
ENSG00000130396	16.22	12.95	16.24	8.8	11.2	11.25	AFDN
ENSG00000130402	177.71	183.51	185.53	130.63	137.77	133.12	ACTN4
ENSG00000130413	4.54	2.89	2.23	3.38	1.74	2.3	STK33
ENSG00000130414	41.85	41.75	46.37	36.25	34.81	37.19	NDUFA10
ENSG00000130427	0	0	0	0	0	0	EPO
ENSG00000130429	119.4	134.73	132.92	116.05	107.54	109.71	ARPC1B
ENSG00000130433	0.1	0.1	0.14	0.12	0.11	0.21	CACNG6
ENSG00000130449	4.66	3.95	4.29	3.98	4.24	3.75	ZSWIM6
ENSG00000130475	0.39	0.6	0.54	0.3	0.37	0.32	FCHO1
ENSG00000130477	0.06	0.01	0.01	0	0	0	UNC13A
ENSG00000130479	8.8	11.18	8.55	11.14	10.73	14.98	MAP1S
ENSG00000130487	0.06	0.05	0.09	0.76	1.01	0.56	KLHDC7B
ENSG00000130508	143.97	148.98	146.09	103.46	102.7	98.11	PXDN
ENSG00000130511	25.04	27.41	26.96	21.33	25.6	23.39	SSBP4
ENSG00000130513	11.6	12.17	10.47	2.04	1.81	1.91	GDF15
ENSG00000130517	5.48	6.72	4.64	3.23	2.3	1.87	PGPEP1
ENSG00000130518	0.03	0.04	0.03	0	0	0.03	IQCN
ENSG00000130520	62.49	69.83	72.2	57.4	50.4	59.25	LSM4
ENSG00000130522	21.15	21.7	22.77	17.32	19.8	21.9	JUND
ENSG00000130528	0.03	0	0	0	0	0	HRC
ENSG00000130529	2.5	3.52	3.34	2.91	2.83	2.85	TRPM4
ENSG00000130538	0	0	0	0	0	0	OR11H1
ENSG00000130540	0	0.02	0	0.12	0	0.06	SULT4A1
ENSG00000130544	1.7	1.16	1.32	1.43	1.14	1.22	ZNF557
ENSG00000130545	0.08	0	0	0	0	0	CRB3
ENSG00000130558	0.43	0.65	0.36	0.22	0.62	0.46	OLFM1
ENSG00000130559	11.42	11.5	11.68	7.23	7.3	7.43	CAMSAP1
ENSG00000130560	13.25	11.92	15.16	12.65	12.77	11.87	UBAC1
ENSG00000130561	0	0	0	0	0	0	SAG
ENSG00000130584	0.17	0.17	0.12	0.13	0.12	0.03	ZBTB46
ENSG00000130589	1.58	1.56	1.55	9.63	9.68	9.65	HELZ2
ENSG00000130590	1.2	1.68	0.99	0.36	0.56	1.01	SAMD10
ENSG00000130592	0.11	0.08	0.18	0.08	0.04	0.1	LSP1
ENSG00000130595	0	0	0	0	0	0	TNNT3
ENSG00000130598	0.18	0	0	0	0	0	TNNI2
ENSG00000130635	186.74	207.35	214.53	81.61	83.06	86.78	COL5A1
ENSG00000130638	65.89	69.08	66.13	43.07	42.89	43.42	ATXN10
ENSG00000130640	26.63	28.11	27.44	21.31	20.87	20.73	TUBGCP2
ENSG00000130643	0	0.02	0	0	0	0	CALY
ENSG00000130649	0.38	0.13	0.32	0.14	0.1	0.07	CYP2E1
ENSG00000130653	0.19	0.19	0.19	0.09	0.1	0.12	PNPLA7
ENSG00000130656	0	0	0	0	0	0	HBZ
ENSG00000130669	24.33	24.18	24.98	17.78	24.66	17.57	PAK4
ENSG00000130675	0	0	0.03	0	0	0	MNX1
ENSG00000130684	4.32	4.6	4.69	2.93	2.51	2.76	ZNF337
ENSG00000130695	6.13	5.89	5.79	4.3	3.57	3.67	CEP85
ENSG00000130699	3.66	3.19	3.23	2.32	3.28	2.27	TAF4
ENSG00000130700	0	0	0	0	0	0	GATA5
ENSG00000130701	0	0	0	0	0	0	RBBP8NL
ENSG00000130702	9.31	10.52	9.82	2.36	2.23	2.27	LAMA5
ENSG00000130703	10.2	10.08	11.16	9.61	10.52	10.17	OSBPL2
ENSG00000130706	59.29	64.59	65.88	77.7	80.84	76.76	ADRM1
ENSG00000130707	7.62	8.26	8.16	23.42	24.78	21.98	ASS1
ENSG00000130711	0	0	0	0	0	0	PRDM12
ENSG00000130713	15.96	19.77	17.73	17.99	18.19	17.81	EXOSC2
ENSG00000130714	10.86	11.93	11.27	6.18	7.89	6.39	POMT1
ENSG00000130717	10.32	11.04	10.49	8	8.9	8.66	UCK1
ENSG00000130720	1.09	0.86	1.03	0.4	0.41	0.62	FIBCD1
ENSG00000130724	42.15	45.42	44.85	43.75	45.58	47.68	CHMP2A
ENSG00000130725	54.37	58.66	59.31	55.37	58.43	57.21	UBE2M
ENSG00000130726	147.89	155.72	141.2	98.96	94.66	104.28	TRIM28
ENSG00000130731	19.42	26.84	24.33	21.52	24.21	23.3	METTL26
ENSG00000130733	22.13	28.09	23.76	21.1	24.26	17.84	YIPF2
ENSG00000130734	8.65	9.3	7.91	8.59	7.87	9.24	ATG4D
ENSG00000130741	71.98	67.6	68.15	65.54	65.63	63.62	EIF2S3
ENSG00000130748	7.49	9.44	10.17	7.82	8.01	9.6	TMEM160
ENSG00000130749	6.45	7.1	6.99	5.02	5.08	4.75	ZC3H4
ENSG00000130751	0.16	0.22	0.25	0	0	0.05	NPAS1
ENSG00000130755	0	0	0.13	0	0.12	0	GMFG
ENSG00000130758	1.45	1.53	1.79	2.38	1.44	1.57	MAP3K10
ENSG00000130762	0.11	0.06	0.13	0.02	0.1	0.06	ARHGEF16
ENSG00000130764	9.74	10.81	10.17	8.06	7.97	8.53	LRRC47
ENSG00000130766	6.35	6.88	5.69	6.56	7.76	6.61	SESN2
ENSG00000130768	0.07	0.03	0.13	0.12	0.12	0.03	SMPDL3B
ENSG00000130770	86.35	101.52	99.37	73.78	66.39	84.28	ATP5IF1
ENSG00000130772	8.68	8.29	8.28	8.81	7.96	10.17	MED18
ENSG00000130775	2.93	2.21	3.47	13.83	12.57	11.78	THEMIS2
ENSG00000130779	22.3	22.92	21.75	29.79	32.3	31.22	CLIP1
ENSG00000130783	0	0.22	0.02	0.03	0	0	CCDC62
ENSG00000130787	1.62	2.78	2.33	1.17	0.4	0.99	HIP1R
ENSG00000130803	6.5	6.15	7.04	5.27	5.61	4.93	ZNF317
ENSG00000130810	10.08	10.15	11.84	11.68	11.31	12.18	PPAN
ENSG00000130811	84.28	98.69	101.67	84.31	89	93.89	EIF3G
ENSG00000130812	0	0	0.1	0.11	0.04	0.07	ANGPTL6
ENSG00000130813	6.12	5.35	5.68	21.94	22.33	21.41	SHFL
ENSG00000130816	39.6	41.09	39.49	33.95	36.6	35.44	DNMT1
ENSG00000130818	5.01	4.77	3.61	4	3.56	3.91	ZNF426
ENSG00000130821	11.32	11.9	11.41	4.35	6.62	4.51	SLC6A8
ENSG00000130822	0	0.07	0	0	0.04	0	PNCK
ENSG00000130826	32.63	35.04	33.77	32.54	28.25	31.7	DKC1
ENSG00000130827	6.79	7.39	7.17	4.78	4.86	4.35	PLXNA3
ENSG00000130829	0.08	0.07	0.05	0.08	0	0	DUSP9
ENSG00000130830	23.53	25.71	27.32	8.03	9.36	9.51	MPP1
ENSG00000130844	4.09	4.04	3.62	2.06	2.08	1.61	ZNF331
ENSG00000130856	2.61	1.9	2.14	1.38	1.71	1.46	ZNF236
ENSG00000130876	0	0	0	0	0	0	SLC7A10
ENSG00000130881	3.64	4.5	4.38	2.96	3.1	2.75	LRP3
ENSG00000130921	10.93	10.74	10.88	8.84	9.14	8.22	C12orf65
ENSG00000130935	28.14	29.95	29.92	31.21	31.06	31.37	NOL11
ENSG00000130939	17.52	18	18.21	10.48	10.61	10	UBE4B
ENSG00000130940	0.06	0.04	0.09	0.34	0.39	0.19	CASZ1
ENSG00000130943	0.13	0.11	0.11	0.04	0.03	0	PKDREJ
ENSG00000130948	0	0	0	0	0	0	HSD17B3
ENSG00000130950	0	0	0	0	0	0	NUTM2F
ENSG00000130956	6.32	6.62	6.8	5.62	5.18	5.54	HABP4
ENSG00000130957	0	0	0.04	0	0.04	0	FBP2
ENSG00000130958	10.33	9.9	11.08	10.28	9.59	12	SLC35D2
ENSG00000130962	6.07	4.69	4.61	7.25	6.51	6.81	PRRG1
ENSG00000130985	142.95	152.56	151.72	107	106.01	103.35	UBA1
ENSG00000130988	0.13	0.1	0.17	0.18	0.16	0.26	RGN
ENSG00000130997	0.27	0.18	0.11	0.14	0.28	0.33	POLN
ENSG00000131013	18.24	16.34	17.8	18.65	20.13	20.2	PPIL4
ENSG00000131015	17.05	19.32	17.72	19.14	18.09	16.82	ULBP2
ENSG00000131016	9.58	9.48	9.65	12.68	12.39	11.86	AKAP12
ENSG00000131018	11.63	12.41	10.31	7.16	9.43	7.79	SYNE1
ENSG00000131019	5.93	5.56	6.85	2.48	3.63	3.3	ULBP3
ENSG00000131023	7.85	6.91	6.6	5.76	6.76	5.41	LATS1
ENSG00000131037	0.12	0.12	0.12	0.32	0.13	0.32	EPS8L1
ENSG00000131042	0	0	0	0	0	0	LILRB2
ENSG00000131043	14.45	14.05	15.25	15.17	12.7	13.89	AAR2
ENSG00000131044	0	0.04	0	0.05	0.06	0	TTLL9
ENSG00000131050	0	0	0	0	0	0	BPIFA2
ENSG00000131051	70.22	78.21	69.27	70.83	64.92	74.1	RBM39
ENSG00000131055	0	0	0	0	0	0	COX4I2
ENSG00000131059	0	0	0	0	0	0	BPIFA3
ENSG00000131061	0.94	1.01	0.92	0.93	0.8	0.82	ZNF341
ENSG00000131067	3.03	2.85	3.79	3.03	1.92	2.41	GGT7
ENSG00000131068	0	0	0	0	0	0	DEFB118
ENSG00000131069	7.23	8.7	9.33	5.64	5.26	4.88	ACSS2
ENSG00000131080	3.13	3.19	3.37	0.76	0.95	0.72	EDA2R
ENSG00000131089	4.22	3.62	3.59	1.64	1.82	2.43	ARHGEF9
ENSG00000131094	0.04	0.17	0.39	0.08	0.04	0.07	C1QL1
ENSG00000131095	0.42	0.24	0.45	0.28	0.1	0.46	GFAP
ENSG00000131096	0	0	0.09	0	0	0	PYY
ENSG00000131097	0.09	0	0	0	0	0.08	HIGD1B
ENSG00000131100	80.48	79.44	83.09	104.38	101.23	106.4	ATP6V1E1
ENSG00000131115	3.91	4.48	4.73	4.62	3.36	3.24	ZNF227
ENSG00000131116	12.22	13.01	12.96	8.88	11.41	12.67	ZNF428
ENSG00000131126	0.05	0	0	0	0	0.05	TEX101
ENSG00000131127	1.02	0.79	0.76	0.86	0.91	1.15	ZNF141
ENSG00000131142	0	0	0	0	0	0	CCL25
ENSG00000131143	119.06	131.95	131.56	142.13	128.04	143.44	COX4I1
ENSG00000131148	16.55	15.48	18.81	17.86	15.6	17.88	EMC8
ENSG00000131149	18.83	16.95	17.6	6.32	6.69	6.64	GSE1
ENSG00000131152	0	0	0.24	0.15	0	0	AC010531.1
ENSG00000131153	9.54	11.4	9.7	11.67	10.07	11.93	GINS2
ENSG00000131165	21.41	22.56	23.37	27.12	27.55	28	CHMP1A
ENSG00000131171	44.72	39.49	41.49	46.43	50.08	45.82	SH3BGRL
ENSG00000131174	19.24	21.28	23.08	32.77	24.65	33.68	COX7B
ENSG00000131183	0	0	0	0	0	0	SLC34A1
ENSG00000131187	0.12	0.47	0.29	0.18	0.2	0.14	F12
ENSG00000131188	5.09	4.98	5.77	2.46	2.04	1.71	PRR7
ENSG00000131196	2.91	2.4	2.9	2.8	3	2.43	NFATC1
ENSG00000131203	0.03	2.39	2.41	766.51	710.36	779.02	IDO1
ENSG00000131233	0.03	0.03	0.06	0	0.06	0.03	GJA9
ENSG00000131236	312.53	323.61	320.98	288.82	277.77	280.15	CAP1
ENSG00000131238	48.27	53.56	53.53	35.22	35.27	34.2	PPT1
ENSG00000131242	0.16	0.14	0.15	0	0	0	RAB11FIP4
ENSG00000131263	16.17	15.14	15.29	13.97	14.75	14.1	RLIM
ENSG00000131264	0	0	0	0	0	0	CDX4
ENSG00000131269	8.15	10.7	7.42	6.97	7.56	9.72	ABCB7
ENSG00000131323	5.88	6.95	6.92	11.54	9.51	10.65	TRAF3
ENSG00000131351	11.71	9.78	10.93	13.83	16.19	16.11	HAUS8
ENSG00000131355	0	0	0	0	0	0	ADGRE3
ENSG00000131368	16.68	16.89	21.02	15.99	15.15	14.96	MRPS25
ENSG00000131370	7.97	8.19	8.13	4.25	4.54	3.16	SH3BP5
ENSG00000131373	6.15	8.68	8.07	8.33	7.05	9.22	HACL1
ENSG00000131374	14.53	15.44	17.76	12.23	10.08	10.24	TBC1D5
ENSG00000131375	13.96	13.95	15.1	15.37	14.1	14.77	CAPN7
ENSG00000131378	19.95	17.68	19.08	19.89	22.3	17.57	RFTN1
ENSG00000131379	0	0	0	0	0	0	C3orf20
ENSG00000131381	8.3	7.79	7.92	6	6.62	7.21	RBSN
ENSG00000131386	3.51	3.32	3.32	0.52	0.44	0.66	GALNT15
ENSG00000131389	16.32	15.54	14.8	10.98	11.87	10.95	SLC6A6
ENSG00000131398	0.02	0	0.02	0.03	0.11	0.03	KCNC3
ENSG00000131400	0	0.07	0.07	0	0	0	NAPSA
ENSG00000131408	22.08	23.83	21.53	24.27	26.72	27.57	NR1H2
ENSG00000131409	0.04	0.05	0	0.02	0.04	0	LRRC4B
ENSG00000131435	22.38	36.39	30.55	37.29	46.38	37.37	PDLIM4
ENSG00000131437	5.72	4.45	4.66	4.61	4.61	4.63	KIF3A
ENSG00000131446	50.24	51.56	49.14	59.7	62.04	61.65	MGAT1
ENSG00000131459	85.23	91.08	88.77	266.88	254.67	261.83	GFPT2
ENSG00000131462	52.04	57.65	53.52	47.21	53.91	47.74	TUBG1
ENSG00000131467	62.27	59.87	64.31	62.37	56.13	64.81	PSME3
ENSG00000131469	457.66	520.1	510.84	550.84	518.82	645.64	RPL27
ENSG00000131470	11.51	11.82	11.49	12.98	10.44	14.57	PSMC3IP
ENSG00000131471	0.03	0.16	0.03	0.09	0.12	0.31	AOC3
ENSG00000131473	120.79	127.66	124.43	79.55	75.26	79.49	ACLY
ENSG00000131475	47.53	49.28	43.1	45.55	44.71	44.43	VPS25
ENSG00000131477	0.32	0.23	0.29	0.11	0.2	0.1	RAMP2
ENSG00000131480	0.4	0.27	0.4	0.16	0.28	0.16	AOC2
ENSG00000131482	0	0	0	0	0	0	G6PC
ENSG00000131495	22.69	28.09	28.89	26.46	20.2	27.79	NDUFA2
ENSG00000131503	17.73	17.49	17.37	11.77	12.76	10.96	ANKHD1
ENSG00000131504	35.5	35.24	36.23	28.48	27.49	27.59	DIAPH1
ENSG00000131507	30.83	27.96	26.75	26.15	25.9	27.94	NDFIP1
ENSG00000131508	56.97	57.01	58.71	56.99	54.49	64.47	UBE2D2
ENSG00000131558	15.55	15.78	14.98	11.54	10.75	10.66	EXOC4
ENSG00000131584	6.86	7.73	7.3	3.65	2.97	3.04	ACAP3
ENSG00000131591	5.29	5.47	4.75	6.03	7.75	6.66	C1orf159
ENSG00000131620	0	0.02	0	0	0	0	ANO1
ENSG00000131626	16.99	17.02	17.35	16.27	16.07	14.22	PPFIA1
ENSG00000131634	1.82	2.5	2.6	2.92	3.54	3.01	TMEM204
ENSG00000131650	0.17	0.02	0.1	0	0.12	0.29	KREMEN2
ENSG00000131652	8.06	8.57	8.93	6.47	5.96	6.61	THOC6
ENSG00000131653	24.86	26.19	28.07	19.39	21.84	19.39	TRAF7
ENSG00000131668	0	0	0	0.05	0.09	0	BARX1
ENSG00000131669	16.44	16.2	15.49	41.36	44.26	42.46	NINJ1
ENSG00000131686	0	0	0	0	0	0	CA6
ENSG00000131697	3.04	2.84	2.97	2.59	1.8	1.79	NPHP4
ENSG00000131711	101.85	100.41	95.26	97.75	98.2	87.31	MAP1B
ENSG00000131721	0	0	0	0	0	0.04	RHOXF2
ENSG00000131724	35.08	32.03	33.17	40.65	43.76	38.36	IL13RA1
ENSG00000131725	10.62	10.61	10.61	9.21	9.5	9.36	WDR44
ENSG00000131730	0	0.04	0.1	0	0.2	0.12	CKMT2
ENSG00000131732	14.72	12.3	14.07	13.79	14.61	15.23	ZCCHC9
ENSG00000131737	0.45	0.3	0.49	1.16	0.95	1.13	KRT34
ENSG00000131738	0.04	0	0.03	0.07	0	0	KRT33B
ENSG00000131746	0.12	0.13	0.25	0.04	0	0	TNS4
ENSG00000131747	126.95	122.63	120.38	103	98.69	98.95	TOP2A
ENSG00000131748	15.63	17.33	18.18	17.36	17.68	17	STARD3
ENSG00000131759	7.96	6.95	6.1	4.18	4.36	3.62	RARA
ENSG00000131771	0	0	0	0	0	0	PPP1R1B
ENSG00000131773	4.89	4.66	4.89	2.27	3.38	2.54	KHDRBS3
ENSG00000131778	19.27	20.05	19.15	20.79	22.87	22.59	CHD1L
ENSG00000131779	13.42	13.36	12.62	11.06	9.89	10	PEX11B
ENSG00000131781	0.33	0.25	0.12	0.45	0.36	0.32	FMO5
ENSG00000131788	26.65	26.07	26.28	16.28	19.59	13.98	PIAS3
ENSG00000131791	6.93	6.43	5.93	5.83	5.81	5.67	PRKAB2
ENSG00000131808	0	0	0	0	0	0	FSHB
ENSG00000131828	34.58	35.82	37.93	32.02	29.86	29	PDHA1
ENSG00000131831	0	0	0.03	0	0.11	0	RAI2
ENSG00000131844	18.67	22.03	19.91	18.59	17.87	16.9	MCCC2
ENSG00000131845	2.82	2.82	3.19	2.3	2.05	2.28	ZNF304
ENSG00000131848	1.41	1.21	1.2	1.65	1.29	0.84	ZSCAN5A
ENSG00000131849	1.49	1.67	1.79	1.31	0.78	1.62	ZNF132
ENSG00000131864	0	0	0	0	0	0	USP29
ENSG00000131871	38.36	42.57	39.24	62.4	58.5	67.23	SELENOS
ENSG00000131873	36.97	34.07	36.14	35.5	35.09	34.57	CHSY1
ENSG00000131876	40.89	42.62	39.59	56.5	55.7	54.94	SNRPA1
ENSG00000131899	11.56	12.77	13.41	9.72	9.22	9.07	LLGL1
ENSG00000131910	0	0	0	0	0	0	NR0B2
ENSG00000131914	3.39	0	0.02	0	0	0	LIN28A
ENSG00000131931	6.66	5.37	5.82	7.4	7.44	8.22	THAP1
ENSG00000131941	1.69	1.81	1.47	1.17	0.94	0.99	RHPN2
ENSG00000131943	10.54	8.78	8.94	13.66	15.64	14.68	C19orf12
ENSG00000131944	3.51	2.98	3.86	3.63	2.36	3.75	FAAP24
ENSG00000131951	0.01	0	0	0.12	0.01	0	LRRC9
ENSG00000131966	48.07	48.71	44.27	51.88	48.9	51.89	ACTR10
ENSG00000131969	0.39	0.32	0	0	0	0	ABHD12B
ENSG00000131979	0.66	0.57	0.91	34.38	36.58	36.45	GCH1
ENSG00000131981	56.56	64.48	63.29	41.1	42.77	43.02	LGALS3
ENSG00000132000	3	3.58	2.76	1.1	1.66	1.56	PODNL1
ENSG00000132002	55.9	58.88	61.24	50.31	52.58	45.46	DNAJB1
ENSG00000132003	1.79	1.71	1.72	4.09	4.27	4.24	ZSWIM4
ENSG00000132004	2.38	3.76	3.07	2.43	2.66	1.83	FBXW9
ENSG00000132005	3.4	2.67	3.27	1.87	1.85	2.53	RFX1
ENSG00000132010	0.81	2.28	0.9	0.64	0.77	0.64	ZNF20
ENSG00000132016	0.49	0.4	0.6	0.65	0.83	0.3	BRME1
ENSG00000132017	10	13.17	12.41	10.79	10.55	8.63	DCAF15
ENSG00000132024	6.7	7.04	7.36	4.39	5.08	4.89	CC2D1A
ENSG00000132026	0	0.05	0	0	0.06	0	RTBDN
ENSG00000132031	3.81	3.74	3.09	1.33	1.44	1.49	MATN3
ENSG00000132109	5.73	6.25	5.34	33.68	33.83	34.93	TRIM21
ENSG00000132122	2.91	3.04	2.54	2.35	1.92	1.91	SPATA6
ENSG00000132128	34.5	37.22	35.87	29.16	28.75	25.46	LRRC41
ENSG00000132141	0.79	0.62	0.89	1.05	1.2	0.66	CCT6B
ENSG00000132153	20.91	24.09	23.16	19.32	18.76	19.42	DHX30
ENSG00000132155	30.74	33.24	30.57	29.39	30.99	29.06	RAF1
ENSG00000132164	0	0	0.01	0	0	0	SLC6A11
ENSG00000132170	1.38	1.19	1.22	0.11	0	0	PPARG
ENSG00000132182	0.17	0.12	0.04	0	0.01	0	NUP210
ENSG00000132185	0.17	0.38	0.54	0.47	0.48	0.8	FCRLA
ENSG00000132196	4.11	3.2	2.31	2.6	1.94	3.5	HSD17B7
ENSG00000132199	10	11.12	10.08	10.95	9.82	11.25	ENOSF1
ENSG00000132205	0.55	0.51	0.51	0.61	0.57	0.68	EMILIN2
ENSG00000132207	15.99	16.75	15.54	13.81	16.98	15.31	SLX1A
ENSG00000132254	23.43	27.43	27.22	21.81	22.83	23.12	ARFIP2
ENSG00000132256	15.33	12.51	14.74	10.67	11.64	10.69	TRIM5
ENSG00000132259	0	0	0	0	0	0	CNGA4
ENSG00000132274	11.14	11.15	11.84	93.11	87.98	100.17	TRIM22
ENSG00000132275	9.45	10.84	12.21	7.25	9.2	9.19	RRP8
ENSG00000132286	11.18	12.53	16.5	12.48	11.08	13.43	TIMM10B
ENSG00000132294	19.18	18.87	18.75	27.4	27.43	26.85	EFR3A
ENSG00000132297	0.03	0	0	0	0	0	HHLA1
ENSG00000132300	11.97	35.54	17.35	30.9	14.92	39.36	PTCD3
ENSG00000132305	48.72	51.06	50.64	44.66	46.22	45.75	IMMT
ENSG00000132313	34.02	32.46	36.38	29.85	35.92	34.12	MRPL35
ENSG00000132321	0.23	0.04	0.04	0	0	0.07	IQCA1
ENSG00000132323	13.45	14.22	12.84	12.39	12.53	13.57	ILKAP
ENSG00000132326	0.84	0.79	0.85	0.69	0.96	0.71	PER2
ENSG00000132329	0.59	0.45	0.84	0.43	0.35	0.13	RAMP1
ENSG00000132330	6.23	6.7	6.63	6.5	4.84	4.31	SCLY
ENSG00000132334	0.4	0.53	0.34	2.13	3.16	2.88	PTPRE
ENSG00000132341	442.53	500.11	472.6	466.04	450.92	509.26	RAN
ENSG00000132356	30.39	30.01	28.9	28.39	25.8	26.33	PRKAA1
ENSG00000132357	0.89	0.75	0.82	6.2	4.55	4.81	CARD6
ENSG00000132359	0.14	0.06	0.11	0.13	0.08	0.11	RAP1GAP2
ENSG00000132361	11.45	11.95	11.64	8.09	8.98	10.62	CLUH
ENSG00000132376	11.13	12.58	14.82	10.99	11.99	14.25	INPP5K
ENSG00000132382	19.81	18.26	21.27	9.37	10.75	11.2	MYBBP1A
ENSG00000132383	24.47	25.31	24.49	20.34	18.28	18.91	RPA1
ENSG00000132386	10.69	11.45	10.98	4.93	5.48	4.5	SERPINF1
ENSG00000132388	31.84	28.5	32.76	26.17	26.52	26.52	UBE2G1
ENSG00000132394	5.21	6.82	6.6	5.08	5.81	5.18	EEFSEC
ENSG00000132405	14.41	13.98	15.17	10.17	9.43	10.51	TBC1D14
ENSG00000132406	14	13.03	12.28	16.67	14.31	17.28	TMEM128
ENSG00000132423	7.63	8.71	8.3	7.28	5.41	6.2	COQ3
ENSG00000132424	18.97	15.33	16.87	13.52	13.45	13	PNISR
ENSG00000132429	3.51	4	5.19	7	6.23	7.23	POPDC3
ENSG00000132432	123.65	142.33	134.1	214.3	183.52	263.42	SEC61G
ENSG00000132434	10.54	12.61	11.79	11.05	9.88	9.81	LANCL2
ENSG00000132436	9.76	8.93	10.12	15.78	15.82	13	FIGNL1
ENSG00000132437	0	0	0	0	0	0	DDC
ENSG00000132446	0	0	0	0	0	0	FTHL17
ENSG00000132463	66.5	67.75	64.63	50.35	48.31	54.79	GRSF1
ENSG00000132464	0	0	0	0	0.01	0	ENAM
ENSG00000132465	0	0.21	0.17	0	0	0.26	JCHAIN
ENSG00000132466	20.39	21.25	20.67	14.28	14.04	13.99	ANKRD17
ENSG00000132467	19.63	19.13	18.36	19.76	18.29	20.32	UTP3
ENSG00000132470	0.15	0.31	0.17	0.04	0.21	0.05	ITGB4
ENSG00000132471	28.75	29.48	27.2	24.08	25.59	24.64	WBP2
ENSG00000132475	229.44	275.27	271.15	292.27	296.77	309.75	H3-3B
ENSG00000132478	10.6	10.62	11.13	10.65	11.33	10.07	UNK
ENSG00000132481	0.79	1.9	0.96	1	0.95	1.21	TRIM47
ENSG00000132485	43.84	36.84	39.3	36.86	35.09	32.54	ZRANB2
ENSG00000132507	356.41	394.03	382.08	420.94	432.12	449.13	EIF5A
ENSG00000132510	3.21	2.78	2.84	3.03	2.99	2.62	KDM6B
ENSG00000132514	0	0	0	0	0	0	CLEC10A
ENSG00000132517	0	0	0	0	0	0	SLC52A1
ENSG00000132518	0	0	0.01	0	0	0	GUCY2D
ENSG00000132522	23.78	25.56	23.62	19.22	20.35	20.19	GPS2
ENSG00000132530	2.55	1.71	2.31	63.44	63.24	59.44	XAF1
ENSG00000132535	7.4	8.91	7.77	6.51	6.02	7.12	DLG4
ENSG00000132541	13	9.17	11.04	11.24	11.22	9.16	RIDA
ENSG00000132549	4.96	4.72	4.58	3.46	3.35	3	VPS13B
ENSG00000132554	0.03	0	0.02	0	0	0	RGS22
ENSG00000132561	14.88	15.47	16.03	6.12	7.9	4.79	MATN2
ENSG00000132563	4.42	4.04	4.19	1.51	1.14	1.45	REEP2
ENSG00000132570	2.68	2.5	2.94	1.44	1.54	1.37	PCBD2
ENSG00000132581	25.18	29.93	27.75	28.63	25.66	30.88	SDF2
ENSG00000132589	26.36	27.54	27.77	20.13	19.98	20.17	FLOT2
ENSG00000132591	24.55	24.64	26.93	19.57	18.87	20.38	ERAL1
ENSG00000132600	12.61	13.4	12.87	7.39	6.73	7.46	PRMT7
ENSG00000132603	24.93	22.11	22.62	28.36	25.37	26.28	NIP7
ENSG00000132604	15.55	15.88	17.04	13.64	12.84	11.75	TERF2
ENSG00000132612	18.32	20	21.5	15.29	15.89	15.1	VPS4A
ENSG00000132613	14.03	14.55	14.29	4.81	6	5.13	MTSS2
ENSG00000132622	0.12	0.09	0.18	0	0.04	0	HSPA12B
ENSG00000132623	1.39	1.38	1.18	0.8	0.69	0.8	ANKEF1
ENSG00000132631	0	0	0	0	0	0	SCP2D1
